,query_string_n,count,amount,verif_match,audit_type,match_0_n,match_1_n,match_2_n,score_0_n,score_1_n,score_2_n,match_0_n_lev,match_1_n_lev,match_2_n_lev
128,DR AATIF MALIK,26,1232714.0,Named Doctor,1,DR MALIK AND PARTNER,DR NABEEL MALIK LIMITED,DR RAHEEL MALIK LIMITED,17.79917,15.821905,15.821905,13.0,13.0,13.0
129,DR AB HAMILTON AND PARTNERS,104,5216787.0,Named Doctor,1,HAMILTON AND BUSINESS PARTNERS,HAMILTON AND PARTNERS LIMITED,HAMILTON PARTNERS LIMITED,14.2757,14.2757,14.2757,15.0,14.0,18.0
130,DR AB MACLEAN,26,356306.0,Named Doctor,1,DR AB UHB02S PRACTICE,MACLEAN AND ASSOCIATES,MACLEAN LIMITED,14.053788,12.27025,12.27025,13.0,18.0,13.0
131,DR AB PATEL AND PTNR,2,99754.0,Named Doctor,1,DR DC MATHUR AND PTNR,DR A PATEL,DR KUMAR AND PTNR SHOEBURY HC,19.954142,19.402061,17.95911,6.0,10.0,19.0
132,DR AB SURENDRAN,24,945862.0,Named Doctor,1,SURENDRAN AND BOWNES LIMITED,DR AB UHB02S PRACTICE,MEERA SURENDRAN COMMUNICATIONS LIMITED,15.320858,14.053788,13.618904,22.0,13.0,28.0
133,DR ABBAS AND PARTNERS,39,1689996.0,Named Doctor,1,DR ABBAS,DR A AZAM AND PARTNERS,DR AHMED AND PARTNERS,20.67276,13.374683,13.374683,13.0,4.0,4.0
134,DR ABBEY AND PARTNERS,82,3875306.0,Named Doctor,1,DR A AZAM AND PARTNERS,DR AHMED AND PARTNERS,DR AKESTER AND PARTNERS,13.374683,13.374683,13.374683,5.0,3.0,5.0
135,DR ABDOU M S,3,94914.0,Named Doctor,1,DR S PHILLIPS AND DR M PATEL PRACTICE,DR M S SMITH BEQUEST,DR S M CHEN AND PARTNER,14.927088000000001,14.831942000000002,14.831942000000002,29.0,15.0,18.0
136,DR ABDUL MANNAN,1,68164.0,Named Doctor,1,MANNAN LIMITED,THE MANNAN FOUNDATION,DR R ABDUL SALAM LIMITED,15.470225,15.470225,15.101016,13.0,15.0,14.0
137,DR ABHIJIT BANERJEE,151,6523563.0,Named Doctor,1,A BANERJEE LIMITED,A R BANERJEE LIMITED,ADITI BANERJEE LIMITED,14.852676,12.996537,12.996537,15.0,15.0,15.0
138,DR ABHYANKAR U S,5,113733.0,Named Doctor,1,DR U AKBAR,U A S A,F U S S,15.433382,15.416469000000001,13.966472,10.0,12.0,12.0
139,DR ABOUZEKRY,13,416402.0,Named Doctor,1,DR AND DR LIMITED,DR ANDERSON AND DR AHMED,DR DEGUN AND DR MACAULAY,10.106287,9.319778,9.319778,13.0,18.0,18.0
140,DR ABRAHAM AND PARTNERS,52,2947986.0,Named Doctor,1,DR KK ABRAHAMS PRACTICE,DR ROBERT ABRAHAM LIMITED,ABRAHAM ELLIS AND PARTNERS LIMITED,15.821905,15.821905,14.407561,13.0,17.0,17.0
141,DR ABRAHAMS AND PARTNERS,69,7315368.0,Named Doctor,1,DR KK ABRAHAMS PRACTICE,DR ROBERT ABRAHAM LIMITED,ABRAHAM ELLIS AND PARTNERS LIMITED,15.821905,15.821905,14.407561,13.0,18.0,16.0
142,DR AC BROOK AND DR JP GRANT,19,614316.0,Named Doctor,1,DR AC MILNER,DR DENT AC LIMITED,GPSI ORTHOPAEDICS DR BROOK,23.370914000000003,20.7747,20.232391,19.0,21.0,20.0
143,DR AC HORN AND MH TUCKER,35,1599553.0,Named Doctor,1,DR AC MILNER,DR LOUISE HORNE LIMITED,DR DENT AC LIMITED,15.888025,15.337588,14.123066,15.0,17.0,17.0
144,DR AC MURRAY,4,121734.0,Named Doctor,1,DR DYLAN MURRAY,DR AC MILNER,DR MURRAY SERVICES LIMITED,16.269762,15.888025,14.462396,4.0,5.0,20.0
145,DR ACE HAMILTONANDPARTNERS,111,3394576.0,Named Doctor,1,ACE,ACE,ACE,10.787111,10.787111,10.787111,23.0,23.0,23.0
146,DR ACKERLEY R G AND PARTNERS,52,3775245.0,Named Doctor,1,G ACKERLEY LIMITED,DR G LEES AND PARTNERS,DR R KAPUR AND PARTNERS,19.494934,17.252281,16.982843,16.0,10.0,10.0
147,DR AD LEWIS,51,1619168.0,Named Doctor,1,AD LEWIS LIMITED,DR WILLIAM LEWIS,DR AD STEVENSONS PRACTICE,16.418451,15.603883999999999,14.027348000000002,11.0,6.0,17.0
148,DR ADAMS AND PARTNERS,20,1761675.0,Named Doctor,1,ADAM AND PARTNER LIMITED,DR ADAM FARMER LIMITED,DR ADAM JAKES LIMITED,13.710871,13.602108,13.602108,12.0,13.0,12.0
149,DR ADDISON TAILOR SANGANEE AND PTNRS,52,4317405.0,Named Doctor,1,DR AHMAD AND PTNRS,ADDISON AND STEELE TAILORING LIMITED,SANGANEE MEDICAL LIMITED,22.803747,17.036392000000003,15.861232999999999,21.0,28.0,30.0
150,DR ADDLESTONE R I AND PARTNERS,104,6692201.0,Named Doctor,1,DR I RASIB AND PARTNERS,DR R KAPUR AND PARTNERS,DR R I KHAN LIMITED,17.828506,16.982843,15.916960000000001,13.0,13.0,21.0
151,DR ADOKI AND PTNR,79,3869297.0,Named Doctor,1,DR DC MATHUR AND PTNR,DR KUMAR AND PTNR SHOEBURY HC,DR KRISHNAN AND PTNR KENT ELMS HC,19.954142,17.95911,16.326748000000002,8.0,17.0,21.0
152,DR AE GROCOTT AND PARTNERS,58,5108670.0,Named Doctor,1,AE PARTNERS LIMITED,GROCOTT AND OTHERS,DR PM OPIE AND DR AE SPALDING PRACTICE,15.44994,15.025673999999999,13.928338,20.0,10.0,27.0
153,DR AF PHILLIPS,223,4717624.0,Named Doctor,1,DR AF REES PRACTICE,DR DP DIGGLE AND DR RE PHILLIPS,DR PHILLIP JACOBS LIMITED,15.2133875,14.397557999999998,14.391678,11.0,18.0,17.0
154,DR AFZAL HUSSAIN,1,50000.0,Named Doctor,1,AFZAL HUSSAIN LIMITED,DR A HUSSAIN,DR HUSSAIN,22.376238,20.148476000000002,20.148476000000002,11.0,4.0,6.0
155,DR AGARWAL AND PARTNERSPRIVATE,43,1727851.0,Named Doctor,1,DR AGARWAL NK AND PARTNER,DR KIRAN AGARWAL LIMITED,DR V AGARWALS PRACTICE,18.204418,18.204418,18.204418,11.0,19.0,17.0
156,DR AGARWAL M D,65,2903173.0,Named Doctor,1,DR AGARWAL NK AND PARTNER,DR KIRAN AGARWAL LIMITED,DR V AGARWALS PRACTICE,18.204418,18.204418,18.204418,12.0,11.0,11.0
157,DR AH HUSSAIN,7,159834.0,Named Doctor,1,DR AH HUSSAIN,DR A HUSSAIN,DR HUSSAIN,26.955717,20.148476000000002,20.148476000000002,0.0,1.0,3.0
158,DR AH SHAH,19,498162.0,Named Doctor,1,DR AH HUSSAIN,DR ARCHNA SHAH LIMITED,DR BJ SHAHS PRACTICE,16.808086,15.206467000000002,15.206467000000002,5.0,12.0,12.0
159,DR AH TAK AND PARTNERS,31,2450673.0,Named Doctor,1,DR AH HUSSAIN,TAK TAK LIMITED,AH AND PARTNERS LIMITED,16.808086,15.861680999999999,15.216992999999999,14.0,14.0,15.0
160,DR AHMAD N AND PARTNERS,9,317211.0,Named Doctor,1,DR AHMAD AND PTNRS,DR N DUMPHY AND PARTNERS,DR W AHMAD LIMITED,18.619884,17.730892,16.551448999999998,5.0,8.0,14.0
161,DR AHMAD Y AND PARTNERS,46,3473688.0,Named Doctor,1,DR AHMAD AND PTNRS,DR W AHMAD LIMITED,AHMAD AND SALEEM PARTNERS LIMITED,18.619884,16.551448999999998,15.137106,5.0,14.0,19.0
162,DR AI BELL AND PARTNERS,200,6679323.0,Named Doctor,1,AI BELLS LIMITED,AI PARTNERS LIMITED,BELL AND PARTNERS LIMITED,16.662794,14.791735000000001,13.654648000000002,14.0,18.0,14.0
163,DR AI RAJPURA AND PARTNERS,112,7200324.0,Named Doctor,1,AI PARTNERS LIMITED,DR A AZAM AND PARTNERS,DR AHMED AND PARTNERS,14.791735000000001,13.374683,13.374683,19.0,7.0,9.0
164,DR AI SHAIKH,4,53224.0,Named Doctor,1,DR SHAIKH CONSULTANCY LIMITED,A SHAIKH LIMITED,ALPANA SHAIKH LIMITED,17.802479,14.335928,12.544367,20.0,12.0,13.0
165,DR AINSWORTH AFC AND PARTNERS,69,6266395.0,Named Doctor,1,AFC,AFCS,DR A AZAM AND PARTNERS,14.021564499999998,14.021564499999998,13.374683,26.0,25.0,11.0
166,DR AIYEGBAYO,14,500925.0,Named Doctor,1,DR AND DR LIMITED,DR ANDERSON AND DR AHMED,DR DEGUN AND DR MACAULAY,10.106287,9.319778,9.319778,13.0,18.0,19.0
167,DR AJ BRZEZICKI AND PARTNERS,43,2350845.0,Named Doctor,1,A BRZEZICKI CONSULTANCY LIMITED,AJ AND PARTNERS LIMITED,AJ PARTNERS LIMITED,15.861232999999999,14.064625,14.064625,20.0,21.0,22.0
168,DR AJ CAMPBELL AND PARTNERS,92,6320951.0,Named Doctor,1,DR CAMPBELL LIMITED,ALASTAIR CAMPBELL AND PARTNERS,CAMPBELL AND PARTNERS LIMITED,16.139275,14.548179999999999,14.548179999999999,13.0,7.0,14.0
169,DR AJ COLE AND PARTNERS,84,3907253.0,Named Doctor,1,AJ COLES CHIMNEYS LIMITED,WINSTONE AND COLE PARTNERS,DR COLE DEMOLITION LIMITED,15.263608999999999,14.890068,14.650312,18.0,13.0,19.0
170,DR AJ ELLIS,81,2569074.0,Named Doctor,1,DR AJ ELLIS GASTROENTEROLOGY LIMITED,DR ELLIE LIMITED,AJ ELLIS D ELLIS C ELLIS AND W ELLIS LIMITED,19.43156,16.115460000000002,15.4872875,25.0,10.0,35.0
171,DR AJ HALL AND PARTNERS,1,29496.0,Named Doctor,1,AJ AND PARTNERS LIMITED,AJ PARTNERS LIMITED,AJS PARTNERS LIMITED,14.064625,14.064625,14.064625,16.0,17.0,18.0
172,DR AJ NEWMAN,14,495261.0,Named Doctor,1,DR NEWMAN,DR AJ KEY LIMITED,DR AJ MURPHY LIMITED,19.352123000000002,13.916565,13.916565,3.0,9.0,13.0
173,DR AJ ROSE,42,1258639.0,Named Doctor,1,DR ROSE LIMITED,DR ROSES PRACTICE,DR AJ KEY LIMITED,14.868653,14.868653,13.916565,10.0,11.0,10.0
174,DR AJ SMITH AND PARTNERS,52,4962281.0,Named Doctor,1,AJ SMITH LIMITED,SMITH AJ LIMITED,DR SMITHS CHARITY,15.251207,15.251207,14.561266,13.0,15.0,14.0
175,DR AJ WATTS AND PARTNERS,496,25960370.0,Named Doctor,1,DR WATT LIMITED,AJ AND PARTNERS LIMITED,AJ PARTNERS LIMITED,16.561417000000002,14.064625,14.064625,14.0,17.0,17.0
176,DR AJJ BENTLEY AND PARTNERS,41,2364439.0,Named Doctor,1,DOWNING DRIVE SURGERY AJJ BENTLEY,AJJ LIMITED,DR A AZAM AND PARTNERS,16.976467,13.805548000000002,13.374683,24.0,20.0,9.0
177,DR AK ABEYEWARDENE,73,2293871.0,Named Doctor,1,DR AK LIMITED,DR AK MARNERIDES LIMITED,DR AK MITTALS PRACTICE,16.186138,14.388062,14.388062,11.0,14.0,13.0
178,DR AK ATREY,83,3358323.0,Named Doctor,1,DR AK LIMITED,DR AK MARNERIDES LIMITED,DR AK MITTALS PRACTICE,16.186138,14.388062,14.388062,6.0,15.0,14.0
179,DR AK MANDAL,13,498759.0,Named Doctor,1,DR AK LIMITED,DR AK MARNERIDES LIMITED,DR AK MITTALS PRACTICE,16.186138,14.388062,14.388062,7.0,13.0,13.0
180,DR AK MITTAL,11,390553.0,Named Doctor,1,DR AK MITTALS PRACTICE,DR AK LIMITED,THE MITTAL FOUNDATION,25.983597,16.186138,14.907637,10.0,5.0,16.0
181,DR AK SANDHU,51,2152754.0,Named Doctor,1,DR AK LIMITED,SANDHU AND SANDHU LIMITED,DR AK MARNERIDES LIMITED,16.186138,14.486103,14.388062,7.0,15.0,15.0
182,DR AK SENNIK,54,1645653.0,Named Doctor,1,SENNIK LIMITED,DR AK LIMITED,SENNIK INVESTMENTS LIMITED,17.102184,16.186138,14.964922,12.0,7.0,20.0
183,DR AK VANIA,3,94857.0,Named Doctor,1,VANIA LIMITED,DR AK LIMITED,DR AK MARNERIDES LIMITED,16.353813,16.186138,14.388062,11.0,6.0,15.0
184,DR AKESTER AND PARTNERS,49,2347235.0,Named Doctor,1,DR AKESTER AND PARTNERS,DR A AZAM AND PARTNERS,DR AHMED AND PARTNERS,29.235915999999996,13.374683,13.374683,0.0,6.0,5.0
185,DR AKHTAR AND PARTNERS,24,586287.0,Named Doctor,1,DR AKHTAR R,AKHTAR CAPITAL PARTNERS ONE LIMITED,AKHTAR CAPITAL PARTNERS TWO LIMITED,18.995457000000002,13.924156,13.924156,11.0,21.0,21.0
186,DR AKHTER AND PARTNERS,62,2181983.0,Named Doctor,1,AKHTERS LIMITED,AKHTER ASSOCIATES LIMITED,AKHTER COMPUTERS LIMITED,15.774045000000001,13.802762,13.802762,14.0,19.0,18.0
187,DR AKUNJEE,63,3977800.0,Named Doctor,1,DR AND DR LIMITED,DR ANDERSON AND DR AHMED,DR DEGUN AND DR MACAULAY,10.106287,9.319778,9.319778,12.0,18.0,19.0
188,DR AKYOL A AND PARTNERS,78,4176081.0,Named Doctor,1,AKYOL LAW LIMITED,AKYOL PROPERTIES LIMITED,DR A AZAM AND PARTNERS,14.486792999999999,14.486792999999999,13.374683,14.0,20.0,6.0
189,DR AL JEFFERIESBECKLEY AND PTNS,75,4177763.0,Named Doctor,1,R WOOLFSON PTNS LIMITED,DR AL GOLDSMITH ANAESTHETICS LIMITED,AL AND AL LIMITED,14.099248999999999,12.510351,11.013086,25.0,26.0,25.0
190,DR AL KNIGHT AND PARTNERS,194,9929915.0,Named Doctor,1,DR PCL KNIGHT,DR AYANNA KNIGHT LIMITED,DR TIM KNIGHT LIMITED,15.599210999999999,13.866334,13.866334,15.0,15.0,13.0
191,DR AL KROTOSKY AND PTNRS,65,2586541.0,Named Doctor,1,DR AHMAD AND PTNRS,ALEKS KROTOSKI LIMITED,DR AL GOLDSMITH ANAESTHETICS LIMITED,22.803747,15.861232999999999,12.510351,10.0,14.0,24.0
192,DR ALAM M K AND PARTNER,48,1385621.0,Named Doctor,1,M M ALAM LIMITED,M ALAM LIMITED,DR AFTAB ALAM BALOCH,16.869510000000002,16.764770000000002,16.650123999999998,16.0,15.0,15.0
193,DR ALDERSON AND PARTNERS CAMBRIDGE,92,9188053.0,Named Doctor,1,DR A AZAM AND PARTNERS,DR AHMED AND PARTNERS,DR AKESTER AND PARTNERS,13.374683,13.374683,13.374683,17.0,16.0,16.0
194,DR ALDERSON AND PARTNERS NEWNHAM SEVERN,135,4581757.0,Named Doctor,1,DR A AZAM AND PARTNERS,DR AHMED AND PARTNERS,DR AKESTER AND PARTNERS,13.374683,13.374683,13.374683,22.0,21.0,21.0
195,DR ALEEM AKHTAR,63,2890070.0,Named Doctor,1,DR AKHTAR R,ALEEM LIMITED,ALEEM CHOWDHRY LIMITED,18.995457000000002,15.774045000000001,13.802762,8.0,9.0,17.0
196,DR ALEXANDER LYON,1,25392.0,Named Doctor,1,ALEXANDER LYONS LIMITED,LYON ALEXANDER LIMITED,ALEXANDER LYONS SOLUTIONS LIMITED,17.794634,17.794634,15.817873,12.0,10.0,22.0
197,DR ALHASANI,3,65841.0,Named Doctor,1,DR AND DR LIMITED,DR ANDERSON AND DR AHMED,DR DEGUN AND DR MACAULAY,10.106287,9.319778,9.319778,12.0,17.0,18.0
198,DR ALI A AND PARTNERS,52,2157568.0,Named Doctor,1,DR ALI ALI LIMITED,DR ALI SURGERY,ALI AND ALI PARTNERS LIMITED,17.77589,16.414602,16.361547,11.0,11.0,15.0
199,DR ALI N AND DR KATAMANENI R,11,320579.0,Named Doctor,1,DR N ALI LIMITED,DR ALI ALI LIMITED,DR ALI SURGERY,27.084746999999997,24.427525,23.897491,19.0,17.0,19.0
200,DR ALI S A,2,18400.0,Named Doctor,1,DR ALI ALI LIMITED,DR ALI SURGERY,S AND S ALIS LIMITED,17.77589,16.414602,14.83869,10.0,6.0,14.0
201,DR ALISTAIR THOMPSON MANCHESTER,83,2713377.0,Named Doctor,1,ALISTAIR THOMPSON PRODUCTIONS LIMITED,DR ALISTAIR MEDICAL SERVICES LIMITED,DR CK THOMPSONS PRACTICE,17.073261,14.641079000000001,14.109010999999999,18.0,20.0,17.0
202,DR ALISTAIR THOMPSON WIGAN,134,4143532.0,Named Doctor,1,ALISTAIR THOMPSON PRODUCTIONS LIMITED,DR ALISTAIR MEDICAL SERVICES LIMITED,DR CK THOMPSONS PRACTICE,17.073261,14.641079000000001,14.109010999999999,21.0,21.0,17.0
203,DR ALIYA ZAIDI,66,1202369.0,Named Doctor,1,ALIYA AKBAR LIMITED,ALIYA AND CO LIMITED,ALIYA CONSULTANCY LIMITED,13.802762,13.802762,13.802762,13.0,15.0,19.0
204,DR ALLEN AND PARTNERS LONDON,69,4833610.0,Named Doctor,1,ALLEN AND PARTNERS LIMITED,DR ALLEN CARDIOLOGY LIMITED,DR STEVEN ALLEN LIMITED,14.455260999999998,14.263807,14.263807,9.0,17.0,19.0
205,DR ALLEN AND PARTNERS MANSFIELD,42,2462118.0,Named Doctor,1,ALLEN AND PARTNERS LIMITED,DR ALLEN CARDIOLOGY LIMITED,DR STEVEN ALLEN LIMITED,14.455260999999998,14.263807,14.263807,10.0,18.0,20.0
206,DR ALLEN PRACTICE,41,2496021.0,Named Doctor,1,DR A ARORAS PRACTICE,DR A CALOWS PRACTICE,DR A GUPTAS PRACTICE,14.632857999999999,14.632857999999999,14.632857999999999,7.0,6.0,7.0
207,DR ALLSEBROOK AND PARTNERS,143,4928945.0,Named Doctor,1,ALLSEBROOK LIMITED,ALLSEBROOK PUMPS LIMITED,DR A AZAM AND PARTNERS,17.102184,14.964922,13.374683,13.0,15.0,9.0
208,DR ALVIS AND PARTNER,169,8223450.0,Named Doctor,1,ALVIE FARM,ALVIE GARDENS,ALVIE LIMITED,13.828357999999998,13.828357999999998,13.828357999999998,13.0,13.0,13.0
209,DR AM ABDULLAH,19,605790.0,Named Doctor,1,DR ABDULLAH,ABDULLAH AND ABDULLAH LIMITED,ABDULLAH AID,22.635395000000003,16.644302,14.083815,3.0,17.0,10.0
210,DR AM BAMGBALA AND PARTNERS,70,4271802.0,Named Doctor,1,AM AND PARTNERS LIMITED,AM PARTNERS LIMITED,DR AM LEWIS PRACTICE,13.879614000000002,13.879614000000002,13.752107999999998,20.0,20.0,17.0
211,DR AM BOTROS,8,193088.0,Named Doctor,1,ADHRAA BOTROS LIMITED,SAMEH BOTROS LIMITED,DR AM LEWIS PRACTICE,15.320858,15.320858,13.752107999999998,12.0,13.0,13.0
212,DR AM BURCH AND PARTNERS,69,4354662.0,Named Doctor,1,AM AND PARTNERS LIMITED,AM PARTNERS LIMITED,DR AM LEWIS PRACTICE,13.879614000000002,13.879614000000002,13.752107999999998,17.0,18.0,15.0
213,DR AM CARROLL AND PARTNERS,150,9004163.0,Named Doctor,1,CARROLL AND PARTNERS LIMITED,DR S CARROLL LIMITED,CARROLL AND PARTNERS SURVEYORS LIMITED,16.273489,15.8800535,14.465710000000001,14.0,12.0,24.0
214,DR AM CROWE,65,3339379.0,Named Doctor,1,DR AM LEWIS PRACTICE,DR DESHPANDE AM PRACTICE,CROW RECYCLING,13.752107999999998,13.752107999999998,11.293075,12.0,16.0,11.0
215,DR AM WEBER,22,804232.0,Named Doctor,1,DR WEBER SKINCARE LIMITED,DR AM LEWIS PRACTICE,DR DESHPANDE AM PRACTICE,17.37252,13.752107999999998,13.752107999999998,19.0,12.0,18.0
216,DR AMIN,4,163650.0,Named Doctor,1,AMINS LIMITED,ADAM AND AMIN LIMITED,AHMED AMIN LIMITED,12.604364,11.029196,11.029196,10.0,15.0,13.0
217,DR AMIN Y Y,1,32412.0,Named Doctor,1,W Y Y A,A Y A,DR Y CHAN LIMITED,22.073566,21.78985,21.179747,7.0,7.0,12.0
218,DR AMINA KARIM,27,966570.0,Named Doctor,1,DR AMINA LIMITED,DR A KARIM LIMITED,DR AMINA DAVISON LIMITED,19.450714,19.092241,17.289984,6.0,12.0,12.0
219,DR AMSHAH AND PARTNER STRATFORD VILLAGE SURGERY,57,3424967.0,Named Doctor,1,STRATFORD VILLAGE SURGERY,THE SURGERY DR DAS AND PARTNERS,THE SURGERY DR DASGUPTA AND PARTNERS,22.962019,18.455679,18.455679,22.0,36.0,37.0
220,DR AN RIGBY AND PARTNERS,100,8347901.0,Named Doctor,1,RIGBY CAPITAL PARTNERS LIMITED,RIGBY AND RIGBY LIMITED,RIGBY AND RIGBY HOMES LIMITED,14.821741000000001,14.562319,13.429023999999998,20.0,16.0,18.0
221,DR ANDERSON AND PARTNERS DERBY,48,2844040.0,Named Doctor,1,DR ANDERSON AND DR AHMED,ANDERSON AND PARTNERS,ANDERSON PARTNERS LIMITED,16.853697,16.419127,14.367227999999999,12.0,9.0,14.0
222,DR ANDERSON AND PARTNERS GREAT CAMBOURNE,103,7543580.0,Named Doctor,1,DR ANDERSON AND DR AHMED,ANDERSON AND PARTNERS,GREAT CAMBOURNE PROPERTY MANAGEMENT LIMITED,16.853697,16.419127,15.329913000000001,20.0,19.0,32.0
223,DR ANDERSON AND PARTNERS LOWESTOFT,50,3213357.0,Named Doctor,1,DR ANDERSON AND DR AHMED,ANDERSON AND PARTNERS,ANDERSON PARTNERS LIMITED,16.853697,16.419127,14.367227999999999,15.0,13.0,14.0
224,DR ANDERSON AND PARTNERS NEWQUAY,99,8622653.0,Named Doctor,1,DR ANDERSON AND DR AHMED,ANDERSON AND PARTNERS,ANDERSON PARTNERS LIMITED,16.853697,16.419127,14.367227999999999,14.0,11.0,14.0
225,DR ANDREW THOMAS,1,28149.0,Named Doctor,1,DR THOMAS,THOMAS ANDREWES,DR THOMAS GUMBRIELLE,16.734941,16.437416,14.643576000000001,7.0,12.0,16.0
226,DR ANDREW WRIGHT,48,3416295.0,Named Doctor,1,DR JOHN WRIGHT,ANDREWS WRIGHT LIMITED,ANDREW M WRIGHT LIMITED,15.655719,15.395376,13.6851425,6.0,12.0,13.0
227,DR ANEJA N,2,75709.0,Named Doctor,1,DR A N PATEL LIMITED,DR A N SULKE LIMITED,DR HANTSDOC N OOH,12.493602000000001,12.493602000000001,12.493602000000001,13.0,14.0,10.0
228,DR ANFILOGOFF N H AND PARTNERS,67,4558662.0,Named Doctor,1,DR N DUMPHY AND PARTNERS,DR H P BORSE AND PARTNER,DR J H ROBERTS AND PARTNERS,17.730892,15.771278,15.771278,13.0,14.0,13.0
229,DR ANGELA JONES,1,41831.0,Named Doctor,1,DR JONES,DR ANGELA CHUNG LIMITED,DR ANGELA MCGREEVY LIMITED,16.934778,15.58301,15.58301,7.0,11.0,15.0
230,DR ANIL JOSHI,63,1514985.0,Named Doctor,1,DR JOSHI LIMITED,DR K JOSHI LIMITED,DR ANIL ANTI AGEING LIMITED,19.018836999999998,16.906082,15.929732000000001,11.0,12.0,18.0
231,DR ANIL VELJI DALSANIA,36,1072665.0,Named Doctor,1,DR ANIL ANTI AGEING LIMITED,ANIL LIMITED,ANILES LIMITED,15.929732000000001,14.203311,14.203311,16.0,15.0,16.0
232,DR ANIM ADDO AND PARTNERS,78,2078334.0,Named Doctor,1,ADDO CREATIVE,ADDO LIMITED,ADDO STUDIO,14.408125,14.408125,14.408125,18.0,18.0,19.0
233,DR ANISKOWICZ AND PARTNERS,221,6295075.0,Named Doctor,1,DR A AZAM AND PARTNERS,DR AHMED AND PARTNERS,DR AKESTER AND PARTNERS,13.374683,13.374683,13.374683,9.0,9.0,8.0
234,DR ANITHA JOHN,3,79326.0,Named Doctor,1,ANITHA BIJU LIMITED,ANITHA RAJKUMAR LIMITED,ANITHA TECH LIMITED,14.964922,14.964922,14.964922,14.0,18.0,14.0
235,DR ANNE DE GAY,44,2536360.0,Named Doctor,1,DR GAYE LIMITED,DR ANN ODOHERTY,DR ANNE LIMITED,18.400995,15.691234,15.691234,10.0,7.0,7.0
236,DR ANSARI,8,296528.0,Named Doctor,1,DR AA ANSARIS PRACTICE,ANSARI IT LIMITED,ANSARY LIMITED,17.651705,14.142087,14.142087,13.0,14.0,11.0
237,DR ANSARI AND PARTNERS,51,2000761.0,Named Doctor,1,DR AA ANSARIS PRACTICE,ANSARI IT LIMITED,ANSARY LIMITED,17.651705,14.142087,14.142087,13.0,13.0,14.0
238,DR ANSCOMBE AND PARTNERS,23,2613115.0,Named Doctor,1,ANSCOMBS LIMITED,ANSCOMBE AND RINGLAND LIMITED,ANSCOMBE AND SONS LIMITED,15.470225,13.53691,13.53691,14.0,18.0,15.0
239,DR ANTHONY AND PARTNERS,99,5752185.0,Named Doctor,1,ANTHONY AND PARTNERS LIMITED,DR ANTHONY LAM LIMITED,DR A AZAM AND PARTNERS,14.421642000000002,14.233923999999998,13.374683,11.0,10.0,6.0
240,DR AP KUMAR,67,2095837.0,Named Doctor,1,DR AP KUMAR,DR KUMAR LIMITED,DR KUMAR ECOEXPERT LIMITED,26.48505,18.008963,16.008392,0.0,10.0,19.0
241,DR AP WIEJAK AND PARTNERS,84,3308202.0,Named Doctor,1,DR AP KUMAR,AP BROWN AND PARTNERS,DR AP BLIGHTS PRACTICE,15.958976999999999,14.367882,14.186134,16.0,9.0,16.0
242,DR AR DALE AND PARTNERS,44,1884844.0,Named Doctor,1,AR AND PARTNERS LIMITED,AR PARTNERS LIMITED,DALE PARTNERS LIMITED,14.724472,14.724472,14.7117,16.0,17.0,18.0
243,DR AR RAO,15,462249.0,Named Doctor,1,DR HS RAOS PRACTICE,DR S RAO LIMITED,DR SANJEET RAO LIMITED,17.091283999999998,17.091283999999998,17.091283999999998,12.0,10.0,14.0
244,DR AR SOOLTAN,1,29255.0,Named Doctor,1,ARS,DR AND DR LIMITED,AR AND AN LIMITED,11.775964,10.106287,10.094142999999999,10.0,10.0,11.0
245,DR AR TOOVEY AND PARTNERS,68,6323132.0,Named Doctor,1,TOOVEY LIMITED,AR AND PARTNERS LIMITED,AR PARTNERS LIMITED,15.774045000000001,14.724472,14.724472,16.0,18.0,18.0
246,DR ARAF ARAIN,62,2879771.0,Named Doctor,1,A ARAIN LIMITED,ARAF COLESHILL LIMITED,ARAF RAJA LIMITED,15.664067000000001,14.964922,14.964922,10.0,18.0,12.0
247,DR ARAIN,5,220638.0,Named Doctor,1,A ARAIN LIMITED,ARAIN AND ASSOCIATES LIMITED,ARAIN CARS LIMITED,15.664067000000001,13.706529000000002,13.706529000000002,10.0,23.0,13.0
248,DR ARAM G E AND PTNRS,55,3523316.0,Named Doctor,1,DR AHMAD AND PTNRS,ARAM,DR G E A BETTANY PRACTICE LIMITED,22.803747,16.215334,14.534445000000002,6.0,17.0,23.0
249,DR ARCHER R P AND PARTNER,22,861792.0,Named Doctor,1,DR PAL P AND PARTNER,DR R P UGARGOL,DR R KAPUR AND PARTNERS,17.243181,17.09981,16.982843,8.0,16.0,9.0
250,DR ARISTEIDIS CHAIDOS,2,64894.0,Named Doctor,1,ARISTEIDIS DRAGANIGOS LIMITED,DR AND DR LIMITED,DR ANDERSON AND DR AHMED,15.861232999999999,10.106287,9.319778,17.0,14.0,17.0
251,DR ARNAB BASU MBE,2,90000.0,Named Doctor,1,ARNAB LIMITED,ARNAB BANERJI CONSULTING LIMITED,BASU CONSULTANCY LIMITED,17.508952999999998,13.618904,13.461317999999999,11.0,22.0,18.0
252,DR ARORA,84,6612516.0,Named Doctor,1,DR A ARORAS PRACTICE,DR ARORA RK,DR ARORA ENTERPRISES LIMITED,18.972584,18.972584,16.864967,12.0,3.0,20.0
